,accdate,Operator_ID,AccTypeCodeDescr,AccSubTypeCodeDescr,acctype,BAITFISH Code,AccPreventable,Retraining,vehbusno,vehmake,vehyear,Drv_Age,CoDrvSex,Roadway,RoadwayLightConditions,RoadwayWeather,RoadwaySurface,Addr_Type,Neighborhood,LocAddr1,FileNumber,Longitude,Latitude,SpeedLimitCategory,n_accidents_in_0.003,n_accidents_in_0.006,n_accidents_in_0.0015,n_accidents_in_0.00075,n_accidents_in_0.0005,accday,acctime,acctimeperiod,days_pick_start,days_absent,days_excused,days_holiday,days_late,days_medical,days_vacation,days_last_accident,days_employment,freq_absence_one_week,freq_extra_one_week,freq_absence_one_month,freq_extra_one_month,freq_absence_two_month,freq_extra_two_month,accyear,accmonth,accday_
149,2016-12-07 11:25:00,65,0,4,3,4,1,1,758,1,2007,69.0,2,5,2,1,0,0,35,393,429,-77.6304442,43.1757985,3,25,83,20,13,13,2016-12-07 00:00:00,11:25,1,92.0,67.0,70.0,42.0,161.0,225.0,59.0,154.0,247,0.0,0.0,0.0,0.0,0.03,0.0,2016,12,7
150,2016-12-09 10:40:00,248,22,33,2,8,0,0,384,7,2013,61.0,2,1,2,1,4,1,5,732,431,-77.5840589,43.1844389,4,49,84,11,9,8,2016-12-09 00:00:00,10:40,1,94.0,-1.0,14.0,-1.0,134.0,-1.0,-1.0,-1.0,249,0.0,0.0,0.03,0.0,0.02,0.0,2016,12,9
151,2016-12-09 17:22:00,363,17,6,5,8,0,0,755,1,2007,51.0,1,5,1,0,0,0,25,240,432,-77.62882499999999,43.20818,3,8,16,0,0,0,2016-12-09 00:00:00,17:22,2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,9
152,2016-12-13 14:53:00,74,22,38,2,8,0,0,722,1,2005,61.0,2,4,2,1,0,1,5,545,433,-77.5880456,43.1684739,4,12,61,6,4,4,2016-12-13 00:00:00,14:53,2,98.0,81.0,5.0,162.0,-1.0,-1.0,-1.0,-1.0,253,0.29,0.0,0.1,0.0,0.05,0.0,2016,12,13
153,2016-12-14 13:54:00,205,15,14,2,14,1,1,1611,4,2016,56.0,2,5,2,0,0,0,0,265,434,-77.69221879999999,43.2066828,6,3,52,0,0,0,2016-12-14 00:00:00,13:54,2,99.0,1.0,50.0,59.0,-1.0,-1.0,108.0,58.0,254,0.29,0.0,0.07,0.0,0.07,0.0,2016,12,14
154,2016-12-15 09:25:00,214,22,33,2,8,0,0,372,7,2013,58.0,2,1,2,6,3,0,5,281,436,-77.6059583,43.1493621,3,64,129,28,2,0,2016-12-15 00:00:00,09:25,1,100.0,-1.0,22.0,-1.0,166.0,-1.0,98.0,127.0,255,0.0,0.0,0.03,0.0,0.02,0.0,2016,12,15
155,2016-12-15 07:45:00,342,21,41,2,5,1,1,1607,5,2016,50.0,2,6,0,6,3,1,25,828,435,-77.5541319,43.1475525,4,38,118,3,2,2,2016-12-15 00:00:00,07:45,1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,15
156,2016-12-15 23:52:00,318,1,2,3,14,1,1,527,1,2009,45.0,2,1,0,6,3,0,25,758,437,-77.5423996,43.2319762,6,1,5,0,0,0,2016-12-15 00:00:00,23:52,3,100.0,77.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,255,0.0,0.0,0.0,0.0,0.02,0.0,2016,12,15
157,2016-12-19 15:25:00,370,2,4,2,11,1,1,1303,7,2012,49.0,1,3,2,0,0,0,19,402,438,-77.6089468,43.1580474,4,65,234,7,1,0,2016-12-19 00:00:00,15:25,2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,19
158,2016-12-20 18:38:00,354,15,14,3,3,1,1,913,1,2011,44.0,2,5,1,0,0,0,5,349,442,-77.6006402,43.1588034,4,22,124,2,1,0,2016-12-20 00:00:00,18:38,3,105.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,105,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,20
159,2016-12-21 17:45:00,122,22,33,2,8,0,0,371,7,2013,44.0,1,4,0,0,0,1,25,572,443,-77.6387474,43.200361,4,73,111,49,48,47,2016-12-21 00:00:00,17:45,2,106.0,12.0,41.0,-1.0,-1.0,173.0,66.0,-1.0,261,0.0,0.0,0.07,0.0,0.1,0.0,2016,12,21
160,2016-12-21 04:45:00,321,1,20,3,4,1,1,1318,7,2012,48.0,2,5,1,0,0,0,25,133,444,-77.5748474,43.1611927,4,10,35,5,3,3,2016-12-21 00:00:00,04:45,4,106.0,9.0,15.0,116.0,189.0,174.0,-1.0,-1.0,261,0.0,0.0,0.1,0.0,0.07,0.0,2016,12,21
161,2016-12-22 08:15:00,375,18,25,2,14,1,1,523,1,2009,26.0,2,5,2,1,4,0,25,558,441,-77.6136259,43.1804313,4,73,135,39,32,19,2016-12-22 00:00:00,08:15,1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,22
162,2016-12-23 14:52:00,218,20,18,2,8,0,0,505,1,2009,44.0,1,5,2,1,3,1,14,752,445,-77.6225748,43.1865582,4,30,49,24,22,22,2016-12-23 00:00:00,14:52,2,108.0,60.0,10.0,79.0,167.0,211.0,117.0,-1.0,263,0.0,0.0,0.03,0.0,0.05,0.0,2016,12,23
163,2016-12-25 16:11:00,332,18,29,3,14,1,1,1612,4,2016,40.0,2,5,2,0,0,0,25,463,440,-77.58735949999999,43.1480389,4,9,38,4,0,0,2016-12-25 00:00:00,16:11,2,110.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,181,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,25
164,2016-12-27 19:05:00,334,18,26,2,8,0,0,389,7,2013,39.0,1,5,1,0,0,0,17,149,447,-77.6183049,43.1223846,4,36,103,13,0,0,2016-12-27 00:00:00,19:05,3,112.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,183,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,27
165,2016-12-28 21:15:00,120,22,33,2,8,0,0,371,7,2013,49.0,1,5,0,0,0,0,2,820,448,-77.6088762,43.15664,4,64,192,19,17,15,2016-12-28 00:00:00,21:15,3,113.0,27.0,21.0,208.0,-1.0,-1.0,94.0,-1.0,268,0.0,0.0,0.07,0.0,0.07,0.0,2016,12,28
166,2016-12-29 15:51:00,200,20,18,2,8,0,0,386,7,2013,51.0,1,5,2,0,0,0,5,168,449,-77.5750522,43.199057,6,48,130,1,0,0,2016-12-29 00:00:00,15:51,2,114.0,31.0,7.0,60.0,197.0,21.0,123.0,-1.0,269,0.0,0.0,0.1,0.0,0.15,0.0,2016,12,29
167,2016-12-30 09:30:00,298,0,4,3,4,1,1,906,1,2011,46.0,2,5,2,6,4,0,2,246,450,-77.5489104,43.158855,4,18,29,2,0,0,2016-12-30 00:00:00,09:30,1,115.0,91.0,5.0,212.0,39.0,236.0,138.0,-1.0,270,0.14,0.0,0.03,0.03,0.03,0.02,2016,12,30
168,2016-12-31 07:52:00,242,3,4,2,7,1,1,548,1,2009,49.739651416122,0,4,2,0,0,1,10,536,451,-77.610044,43.1595279,4,59,174,9,4,3,2016-12-31 00:00:00,07:52,1,116.0,25.0,36.0,85.0,81.0,-1.0,41.0,-1.0,271,0.0,0.0,0.07,0.0,0.17,0.0,2016,12,31
169,2017-01-03 10:40:00,1,15,14,2,4,1,1,765,1,2007,67.0,2,4,2,4,4,1,2,655,591,-77.63024329999999,43.1889252,4,14,59,6,1,1,2017-01-03 00:00:00,10:40,1,1.0,55.0,145.0,-1.0,-1.0,-1.0,9.0,258.0,274,0.0,0.14,0.7,0.03,0.62,0.07,2017,1,3
170,2017-01-04 06:55:00,185,1,2,3,4,1,1,541,1,2009,60.0,2,5,0,4,4,0,25,315,592,-77.5251341,43.0970012,3,4,5,0,0,0,2017-01-04 00:00:00,06:55,4,2.0,-1.0,13.0,43.0,-1.0,-1.0,136.0,182.0,275,0.0,0.0,0.07,0.0,0.05,0.0,2017,1,4
171,2017-01-06 09:02:00,208,2,4,2,4,1,1,1327,7,2012,53.0,2,3,2,0,4,0,5,423,593,-77.6089468,43.1580474,4,65,234,7,1,0,2017-01-06 00:00:00,09:02,1,4.0,19.0,11.0,56.0,-1.0,-1.0,145.0,50.0,277,0.0,0.0,0.13,0.0,0.12,0.0,2017,1,6
172,2017-01-09 19:39:00,81,18,27,2,8,0,0,1607,5,2016,44.0,1,4,0,0,2,0,10,529,594,-77.63158899999999,43.1826586,3,68,132,13,4,4,2017-01-09 00:00:00,19:39,3,7.0,23.0,17.0,118.0,-1.0,24.0,1.0,188.0,280,0.86,0.0,0.53,0.0,0.37,0.0,2017,1,9
173,2017-01-10 12:30:00,150,20,15,2,8,0,0,723,1,2005,52.0,2,5,2,2,1,0,2,32,595,-77.6319427,43.1723406,4,3,63,1,0,0,2017-01-10 00:00:00,12:30,2,8.0,18.0,11.0,-1.0,-1.0,-1.0,142.0,85.0,281,0.0,0.0,0.17,0.0,0.08,0.02,2017,1,10
174,2017-01-11 12:28:00,374,0,4,2,4,1,1,1329,7,2012,45.0,2,5,2,0,0,0,42,510,596,-77.5985826,43.1806661,4,46,112,22,1,0,2017-01-11 00:00:00,12:28,2,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,11
175,2017-01-11 06:24:00,198,1,2,3,8,0,0,726,1,2005,35.0,1,5,2,0,0,1,2,724,599,-77.5928699,43.1870429,4,25,48,12,0,0,2017-01-11 00:00:00,06:24,4,9.0,6.0,13.0,149.0,167.0,-1.0,150.0,-1.0,282,0.14,0.0,0.17,0.0,0.2,0.02,2017,1,11
176,2017-01-17 17:38:00,272,17,6,5,8,0,0,1314,7,2012,46.0,2,5,2,4,4,0,2,402,597,-77.6089468,43.1580474,4,65,234,7,1,0,2017-01-17 00:00:00,17:38,2,15.0,31.0,7.0,65.0,103.0,75.0,142.0,68.0,288,0.0,0.0,0.07,0.0,0.12,0.0,2017,1,17
177,2017-01-18 14:45:00,187,21,4,1,8,0,0,1319,7,2012,57.0,1,2,2,0,4,0,2,301,598,-77.5853616,43.1612063,4,30,66,5,0,0,2017-01-18 00:00:00,14:45,2,16.0,14.0,8.0,140.0,-1.0,-1.0,143.0,69.0,289,0.0,0.0,0.1,0.0,0.07,0.0,2017,1,18
178,2017-01-20 06:15:00,350,22,4,2,8,0,0,1320,7,2012,46.0,1,5,1,0,0,1,25,698,600,-77.6182165,43.1231445,4,72,118,6,6,6,2017-01-20 00:00:00,06:15,4,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,20
179,2017-01-20 18:17:00,249,22,33,2,8,0,0,1311,7,2012,41.0,2,5,1,0,0,0,25,359,602,-77.6394559,43.1648291,4,39,98,21,4,4,2017-01-20 00:00:00,18:17,3,18.0,13.0,42.0,46.0,166.0,14.0,194.0,72.0,291,0.0,0.0,0.13,0.0,0.17,0.0,2017,1,20
180,2017-01-20 15:50:00,92,15,13,2,14,1,1,511,1,2009,60.0,2,5,2,0,0,0,10,644,601,-77.6065699,43.1612258,2,74,208,23,1,0,2017-01-20 00:00:00,15:50,2,18.0,155.0,67.0,-1.0,-1.0,-1.0,68.0,-1.0,291,0.0,0.0,0.0,0.0,0.0,0.02,2017,1,20
181,2017-01-23 16:26:00,167,22,33,2,8,0,0,753,1,2007,55.0,2,5,2,0,0,0,25,100,603,-77.6384935,43.1899114,4,33,98,19,5,0,2017-01-23 00:00:00,16:26,2,21.0,27.0,10.0,177.0,88.0,-1.0,13.0,-1.0,294,0.0,0.0,0.17,0.0,0.13,0.0,2017,1,23
182,2017-01-27 14:30:00,324,21,35,2,13,1,1,760,1,2007,38.0,2,5,2,0,0,0,35,218,605,-77.597311,43.16013299999999,4,44,111,3,0,0,2017-01-27 00:00:00,14:30,2,25.0,42.0,17.0,89.0,202.0,-1.0,-1.0,60.0,298,0.0,0.0,0.03,0.0,0.05,0.0,2017,1,27
183,2017-01-30 17:05:00,237,15,14,2,4,1,1,1616,4,2016,51.0,2,3,2,0,0,0,5,352,612,-77.6321786,43.1591218,4,22,78,4,2,2,2017-01-30 00:00:00,17:05,2,28.0,35.0,24.0,252.0,-1.0,-1.0,183.0,58.0,301,0.0,0.0,0.03,0.0,0.22,0.0,2017,1,30
184,2017-02-06 14:00:00,209,2,4,2,4,1,1,504,2,0,40.0,2,5,2,0,0,0,17,426,651,-77.6082346,43.15834,4,74,232,5,0,0,2017-02-06 00:00:00,14:00,2,35.0,24.0,20.0,-1.0,212.0,82.0,57.0,-1.0,308,0.0,0.0,0.07,0.0,0.08,0.0,2017,2,6
185,2017-02-07 11:39:00,123,0,4,3,0,1,1,385,7,2013,35.0,1,4,2,0,0,0,25,402,655,-77.6089468,43.1580474,4,65,234,7,1,0,2017-02-07 00:00:00,11:39,1,36.0,15.0,4.0,-1.0,-1.0,1.0,107.0,-1.0,309,0.29,0.0,0.33,0.0,0.27,0.0,2017,2,7
186,2017-02-08 08:32:00,30,20,18,2,8,0,0,735,1,2005,53.0,1,5,2,1,0,0,2,39,662,-77.6263853,43.1526674,4,25,115,10,6,6,2017-02-08 00:00:00,08:32,1,37.0,103.0,1.0,52.0,184.0,-1.0,12.0,-1.0,310,0.29,0.0,0.1,0.0,0.2,0.02,2017,2,8
187,2017-02-09 08:00:00,152,16,6,5,8,0,0,506,1,2009,56.0,2,5,2,6,3,0,5,222,675,-77.5556727,43.1607557,4,17,44,5,0,0,2017-02-09 00:00:00,08:00,1,38.0,94.0,3.0,119.0,-1.0,-1.0,60.0,229.0,311,0.14,0.0,0.13,0.0,0.08,0.0,2017,2,9
188,2017-02-10 12:33:00,85,22,34,2,8,0,0,509,1,2009,60.0,2,5,2,0,4,0,25,291,688,-77.62474379999999,43.2310804,3,12,32,1,0,0,2017-02-10 00:00:00,12:33,2,39.0,61.0,36.0,-1.0,269.0,-1.0,103.0,241.0,312,0.0,0.0,0.0,0.0,0.02,0.02,2017,2,10
189,2017-02-11 20:49:00,59,18,28,2,14,1,1,1417,7,2013,55.0,1,4,2,1,4,1,25,591,696,-77.6088762,43.15664,4,64,192,19,17,15,2017-02-11 00:00:00,20:49,3,40.0,8.0,21.0,-1.0,-1.0,219.0,11.0,192.0,313,0.0,0.0,0.27,0.0,0.23,0.0,2017,2,11
190,2017-02-13 14:22:00,182,21,4,2,5,1,1,519,1,2009,39.0,2,5,2,0,4,0,25,163,698,-77.62872089999999,43.194934,3,122,153,90,57,52,2017-02-13 00:00:00,14:22,2,42.0,31.0,12.0,-1.0,51.0,-1.0,1.0,228.0,315,0.86,0.0,0.47,0.0,0.3,0.03,2017,2,13
191,2017-02-15 08:43:00,149,20,16,2,8,0,0,521,1,2009,65.0,2,5,2,1,4,0,2,645,713,-77.6065699,43.1612258,2,74,208,23,1,0,2017-02-15 00:00:00,08:43,1,44.0,14.0,29.0,268.0,-1.0,-1.0,94.0,132.0,317,0.0,0.0,0.1,0.0,0.07,0.0,2017,2,15
192,2017-02-24 18:35:00,327,19,4,2,8,0,0,361,7,2010,33.0,2,4,0,0,0,1,25,595,714,-77.5847166,43.1975035,3,77,98,37,36,36,2017-02-24 00:00:00,18:35,3,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,171,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,24
193,2017-02-27 14:40:00,71,18,29,2,5,1,1,506,1,2009,57.0,1,5,2,0,0,1,25,737,716,-77.59063189999999,43.15761879999999,4,25,87,9,8,8,2017-02-27 00:00:00,14:40,2,56.0,26.0,67.0,-1.0,301.0,-1.0,85.0,-1.0,329,0.0,0.0,0.07,0.0,0.03,0.0,2017,2,27
194,2017-02-27 14:15:00,73,20,18,2,8,0,0,1418,7,2013,60.0,2,6,2,0,0,0,25,444,715,-77.6221207,43.1240191,4,7,87,4,1,0,2017-02-27 00:00:00,14:15,2,56.0,5.0,-1.0,-1.0,-1.0,291.0,99.0,-1.0,329,0.14,0.0,0.03,0.0,0.02,0.0,2017,2,27
195,2017-02-27 14:50:00,340,10,7,5,8,0,0,1604,5,2016,31.0,2,5,2,0,0,1,25,778,717,-77.6217771,43.1718316,4,10,50,9,9,9,2017-02-27 00:00:00,14:50,2,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,174,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,27
196,2017-02-28 06:02:00,197,2,4,2,4,1,1,738,1,2005,56.0,2,4,2,0,0,0,25,465,718,-77.6082346,43.15834,4,74,232,5,0,0,2017-02-28 00:00:00,06:02,4,57.0,15.0,21.0,-1.0,13.0,-1.0,191.0,-1.0,330,0.0,0.0,0.23,0.0,0.15,0.0,2017,2,28
197,2017-03-01 14:48:00,297,22,37,2,3,1,1,532,1,2009,26.0,2,5,2,0,0,0,25,348,720,-77.6136277,43.1648659,4,15,118,4,3,0,2017-03-01 00:00:00,14:48,2,58.0,14.0,64.0,157.0,263.0,-1.0,185.0,-1.0,331,0.0,0.0,0.03,0.0,0.03,0.0,2017,3,1
198,2017-03-01 10:04:00,361,0,4,2,14,1,1,501,1,2009,47.0,2,5,2,0,0,0,25,232,719,-77.606786,43.157273,4,93,219,42,34,8,2017-03-01 00:00:00,10:04,1,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,112.0,176,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,1
199,2017-03-04 10:02:00,267,20,17,2,8,0,0,1419,7,2013,50.0,2,4,2,6,3,1,14,608,721,-77.612511,43.155757,4,40,151,10,6,5,2017-03-04 00:00:00,10:02,1,61.0,78.0,9.0,72.0,-1.0,-1.0,125.0,189.0,334,0.0,0.0,0.03,0.0,0.02,0.0,2017,3,4
200,2017-03-15 18:20:00,365,18,27,2,8,0,0,762,0,2007,47.0,1,4,2,6,3,0,25,234,722,-77.61237469999999,43.20185619999999,4,1,7,1,0,0,2017-03-15 00:00:00,18:20,3,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,134.0,134,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,15
201,2017-03-16 19:43:00,126,0,4,3,15,1,1,914,1,2011,49.0,1,5,2,6,3,0,25,123,723,-77.57436369999999,43.1613349,4,9,38,4,0,0,2017-03-16 00:00:00,19:43,3,73.0,1.0,86.0,83.0,-1.0,296.0,18.0,-1.0,346,0.29,0.0,0.3,0.0,0.2,0.0,2017,3,16
202,2017-03-17 15:20:00,338,22,33,2,8,0,0,1610,4,2016,35.0,2,5,2,0,4,0,26,385,725,-77.58286799999999,43.16415629999999,4,37,75,9,8,3,2017-03-17 00:00:00,15:20,2,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,263,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,17
203,2017-03-17 20:40:00,389,1,20,3,0,1,1,1621,4,2016,28.0,2,5,2,0,0,0,5,127,726,-77.5748474,43.1611927,4,10,35,5,3,3,2017-03-17 00:00:00,20:40,3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,17
204,2017-03-17 07:09:00,170,22,33,2,8,0,0,540,1,2009,44.0,1,5,2,1,4,0,25,626,724,-77.62011489999999,43.1473265,4,13,37,7,0,0,2017-03-17 00:00:00,07:09,1,74.0,28.0,73.0,174.0,-1.0,-1.0,187.0,135.0,347,0.0,0.0,0.03,0.0,0.02,0.0,2017,3,17
205,2017-03-22 04:54:00,308,1,20,3,8,0,0,1605,4,2016,50.0,2,4,1,0,0,0,25,138,727,-77.5748474,43.1611927,4,10,35,5,3,3,2017-03-22 00:00:00,04:54,4,79.0,62.0,83.0,91.0,88.0,-1.0,206.0,-1.0,352,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,22
206,2017-03-23 15:45:00,23,18,28,2,14,1,1,549,1,2009,51.0,2,5,1,0,0,1,25,564,728,-77.566273,43.1597201,4,26,52,20,18,17,2017-03-23 00:00:00,15:45,2,80.0,13.0,34.0,161.0,89.0,-1.0,10.0,166.0,353,0.0,0.0,0.1,0.03,0.15,0.02,2017,3,23
207,2017-03-24 08:18:00,164,22,37,2,8,0,0,362,7,2010,53.0,2,5,2,4,4,0,25,505,729,-77.5874959,43.1812245,4,18,51,9,4,4,2017-03-24 00:00:00,08:18,1,81.0,39.0,64.0,26.0,-1.0,-1.0,32.0,301.0,354,0.0,0.0,0.03,0.0,0.05,0.0,2017,3,24
208,2017-03-30 06:02:00,86,2,4,2,6,1,1,1323,7,2012,43.0,2,5,1,1,0,0,25,419,730,-77.6082346,43.15834,4,74,232,5,0,0,2017-03-30 00:00:00,06:02,4,87.0,31.0,86.0,-1.0,-1.0,-1.0,200.0,-1.0,360,0.0,0.0,0.0,0.0,0.02,0.0,2017,3,30
209,2017-04-03 15:11:00,384,15,13,2,14,1,1,1325,7,2012,40.0,1,5,2,0,0,1,25,706,731,-77.5767762,43.19597510000001,3,77,127,71,69,67,2017-04-03 00:00:00,15:11,2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,3
210,2017-04-06 12:10:00,115,15,8,2,8,0,0,731,1,2005,48.0,2,5,2,4,4,0,25,501,732,-77.6081894,43.1798356,4,31,107,18,1,1,2017-04-06 00:00:00,12:10,2,3.0,22.0,54.0,187.0,180.0,-1.0,46.0,-1.0,367,0.0,0.0,0.03,0.0,0.15,0.02,2017,4,6
211,2017-04-10 14:12:00,148,0,4,3,4,1,1,725,1,2005,51.0,2,3,2,0,0,0,14,131,740,-77.5748474,43.1611927,4,10,35,5,3,3,2017-04-10 00:00:00,14:12,2,7.0,12.0,101.0,-1.0,-1.0,122.0,13.0,-1.0,371,0.0,0.0,0.1,0.03,0.08,0.02,2017,4,10
212,2017-04-11 11:06:00,197,15,8,2,8,0,0,390,7,2013,56.0,2,5,2,1,0,0,25,487,733,-77.605468,43.140325,4,17,52,4,3,0,2017-04-11 00:00:00,11:06,1,8.0,57.0,39.0,-1.0,55.0,-1.0,233.0,42.0,372,0.0,0.0,0.0,0.0,0.08,0.0,2017,4,11
213,2017-04-13 16:35:00,70,3,4,2,14,1,1,1304,7,2012,47.0,2,5,2,0,0,0,25,53,741,-77.6354027,43.1299293,6,24,48,3,0,0,2017-04-13 00:00:00,16:35,2,10.0,5.0,3.0,-1.0,38.0,97.0,256.0,342.0,374,0.57,0.0,0.2,0.0,0.13,0.0,2017,4,13
214,2017-04-16 14:15:00,356,21,40,2,5,1,1,522,1,2009,47.0,2,5,2,0,0,0,5,112,735,-77.6184667,43.1234909,4,66,115,6,6,0,2017-04-16 00:00:00,14:15,2,13.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,222,0.14,0.0,0.03,0.0,0.02,0.0,2017,4,16
215,2017-04-17 16:40:00,120,1,2,3,4,1,1,918,1,2011,50.0,1,3,2,0,0,0,25,399,737,-77.6089468,43.1580474,4,65,234,7,1,0,2017-04-17 00:00:00,16:40,2,14.0,47.0,10.0,318.0,-1.0,-1.0,204.0,110.0,378,0.0,0.0,0.03,0.0,0.12,0.0,2017,4,17
216,2017-04-25 13:58:00,139,3,4,2,8,0,0,1413,7,2013,61.0,2,5,2,0,0,0,41,429,736,-77.6089468,43.1580474,4,65,234,7,1,0,2017-04-25 00:00:00,13:58,2,22.0,7.0,172.0,51.0,-1.0,-1.0,163.0,-1.0,386,0.0,0.0,0.07,0.0,0.05,0.0,2017,4,25
217,2017-04-26 14:46:00,245,3,4,2,14,1,1,916,1,2011,62.0,2,5,2,1,0,1,25,687,734,-77.5958235,43.1477751,4,54,132,13,13,12,2017-04-26 00:00:00,14:46,2,23.0,130.0,40.0,144.0,-1.0,-1.0,31.0,-1.0,387,0.0,0.0,0.0,0.0,0.17,0.0,2017,4,26
218,2017-04-26 19:01:00,59,3,4,2,8,0,0,1330,7,2012,55.0,1,6,2,0,0,0,2,109,739,-77.6076717,43.1570578,4,98,203,30,4,4,2017-04-26 00:00:00,19:01,3,23.0,72.0,6.0,-1.0,-1.0,15.0,71.0,74.0,387,0.14,0.0,0.17,0.0,0.12,0.02,2017,4,26
219,2017-04-28 20:55:00,66,17,6,5,8,0,0,735,1,2005,58.0,2,5,2,1,0,1,25,670,738,-77.63397599999999,43.1646245,4,54,108,32,22,16,2017-04-28 00:00:00,20:55,3,25.0,54.0,52.0,-1.0,370.0,-1.0,5.0,14.0,389,0.29,0.0,0.23,0.0,0.17,0.0,2017,4,28
220,2017-05-01 08:00:00,147,18,4,2,8,0,0,549,1,2009,64.0,2,5,2,1,4,0,25,603,742,-77.61612950000001,43.1130276,5,47,88,6,5,4,2017-05-01 00:00:00,08:00,1,28.0,42.0,3.0,17.0,-1.0,61.0,190.0,-1.0,392,0.14,0.0,0.17,0.0,0.12,0.0,2017,5,1
221,2017-05-04 14:25:00,328,18,23,2,8,0,0,1403,7,2013,28.0,2,5,2,4,4,0,25,185,743,-77.612191,43.193188,4,22,72,9,2,0,2017-05-04 00:00:00,14:25,2,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,395,0.0,0.0,0.0,0.0,0.0,0.0,2017,5,4
222,2017-05-05 07:22:00,2,0,4,3,8,0,0,373,2,0,71.0,2,4,2,4,0,0,6,403,744,-77.6089468,43.1580474,4,65,234,7,1,0,2017-05-05 00:00:00,07:22,1,32.0,85.0,134.0,-1.0,337.0,-1.0,46.0,-1.0,396,0.0,0.0,0.0,0.03,0.12,0.02,2017,5,5
223,2017-05-11 18:13:00,361,3,4,1,8,0,0,1325,7,2012,48.0,2,5,2,0,0,0,25,362,746,-77.6212364,43.1633875,4,34,129,11,11,0,2017-05-11 00:00:00,18:13,3,38.0,23.0,21.0,-1.0,-1.0,-1.0,-1.0,71.0,247,0.0,0.0,0.1,0.0,0.05,0.0,2017,5,11
224,2017-05-11 05:06:00,37,0,4,3,4,1,1,1305,7,2012,54.0,1,5,1,0,0,0,25,138,745,-77.5748474,43.1611927,4,10,35,5,3,3,2017-05-11 00:00:00,05:06,4,38.0,65.0,51.0,19.0,-1.0,2.0,4.0,-1.0,402,0.71,0.0,0.33,0.0,0.25,0.0,2017,5,11
225,2017-05-15 20:52:00,272,11,46,5,8,0,0,1613,7,2016,46.0,2,5,0,0,0,0,14,374,747,-77.59975159999999,43.1737097,4,21,78,3,2,1,2017-05-15 00:00:00,20:52,3,42.0,3.0,62.0,183.0,91.0,193.0,260.0,118.0,406,0.14,0.0,0.03,0.0,0.02,0.02,2017,5,15
226,2017-05-18 16:50:00,364,0,4,3,4,1,1,1324,7,2012,55.0,1,5,2,0,0,1,39,573,751,-77.639495,43.180932,4,61,134,26,20,8,2017-05-18 00:00:00,16:50,2,45.0,-1.0,34.0,-1.0,-1.0,-1.0,-1.0,203.0,203,0.0,0.0,0.0,0.0,0.02,0.0,2017,5,18
227,2017-05-18 14:19:00,185,3,4,2,5,1,1,1305,7,2012,60.0,2,4,2,0,0,0,5,588,750,-77.6104551,43.1562187,4,28,204,1,0,0,2017-05-18 00:00:00,14:19,2,45.0,130.0,28.0,177.0,-1.0,-1.0,270.0,134.0,409,0.0,0.0,0.03,0.0,0.02,0.0,2017,5,18
