,accdate,Operator_ID,AccTypeCodeDescr,AccSubTypeCodeDescr,acctype,BAITFISH Code,AccPreventable,Retraining,vehbusno,vehmake,vehyear,Drv_Age,CoDrvSex,Roadway,RoadwayLightConditions,RoadwayWeather,RoadwaySurface,Addr_Type,Neighborhood,LocAddr1,FileNumber,Longitude,Latitude,SpeedLimitCategory,n_accidents_in_0.003,n_accidents_in_0.006,n_accidents_in_0.0015,n_accidents_in_0.00075,n_accidents_in_0.0005,accday,acctime,acctimeperiod,days_pick_start,days_absent,days_excused,days_holiday,days_late,days_medical,days_vacation,days_last_accident,days_employment,freq_absence_one_week,freq_extra_one_week,freq_absence_one_month,freq_extra_one_month,freq_absence_two_month,freq_extra_two_month,accyear,accmonth,accday_
70,2016-08-10 07:03:00,255,22,33,2,8,0,0,1318,7,2012,51.0,1,5,2,1,0,0,17,44,581,-77.6123968,43.15680649999999,4,25,148,7,0,0,2016-08-10 00:00:00,07:03,1,44.0,-1.0,82.0,-1.0,-1.0,10.0,122.0,85.0,128,0.0,0.0,0.67,0.0,0.8,0.0,2016,8,10
71,2016-08-10 16:24:00,214,22,34,2,8,0,0,515,1,2009,58.0,2,4,2,0,0,0,24,206,582,-77.5602179,43.180772,4,4,37,3,1,0,2016-08-10 00:00:00,16:24,2,44.0,-1.0,-1.0,-1.0,39.0,-1.0,3.0,76.0,128,0.57,0.0,0.23,0.07,0.13,0.05,2016,8,10
72,2016-08-12 17:20:00,252,13,4,6,12,1,1,1329,7,2012,50.0,2,4,2,0,0,0,23,196,585,-77.55459809999999,43.1455887,4,77,130,46,0,0,2016-08-12 00:00:00,17:20,2,46.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,130,0.43,0.0,0.27,0.0,0.33,0.0,2016,8,12
73,2016-08-12 19:10:00,302,15,8,2,8,0,0,908,1,2011,37.0,1,5,2,0,0,0,25,297,583,-77.6508151,43.1381413,4,15,44,11,6,4,2016-08-12 00:00:00,19:10,3,46.0,62.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,130,0.0,0.0,0.0,0.07,0.03,0.03,2016,8,12
74,2016-08-15 14:40:00,238,3,4,2,3,1,1,1605,4,2016,63.0,2,5,2,0,0,0,25,423,584,-77.6089468,43.1580474,4,65,234,7,1,0,2016-08-15 00:00:00,14:40,2,49.0,-1.0,114.0,21.0,-1.0,18.0,22.0,123.0,133,0.0,0.0,0.3,0.0,0.28,0.02,2016,8,15
75,2016-08-17 11:40:00,27,3,4,2,8,0,0,381,7,2013,61.0,2,4,2,0,0,0,25,697,586,-77.614053,43.1308777,4,15,58,13,11,0,2016-08-17 00:00:00,11:40,1,51.0,2.0,127.0,-1.0,-1.0,-1.0,53.0,12.0,135,0.14,0.0,0.03,0.0,0.15,0.0,2016,8,17
76,2016-08-23 12:30:00,24,3,4,2,14,1,1,367,7,2010,63.0,2,5,2,0,0,0,25,237,587,-77.6065792,43.1572717,4,93,220,42,34,26,2016-08-23 00:00:00,12:30,2,57.0,106.0,127.0,-1.0,-1.0,-1.0,2.0,92.0,141,0.71,0.0,0.23,0.0,0.38,0.0,2016,8,23
77,2016-08-23 19:00:00,174,1,2,3,4,1,1,1332,7,2012,44.0,2,5,2,0,0,0,10,440,588,-77.6222385,43.1239927,4,7,86,4,1,0,2016-08-23 00:00:00,19:00,3,57.0,89.0,63.0,-1.0,-1.0,-1.0,30.0,-1.0,141,0.0,0.0,0.0,0.0,0.12,0.0,2016,8,23
78,2016-08-24 17:15:00,103,20,16,2,8,0,0,532,1,2009,57.0,2,4,2,0,0,0,17,274,590,-77.576965,43.1982265,3,118,123,46,8,5,2016-08-24 00:00:00,17:15,2,58.0,37.0,8.0,25.0,72.0,-1.0,-1.0,-1.0,142,0.0,0.0,0.2,0.0,0.17,0.0,2016,8,24
79,2016-08-26 18:20:00,331,0,4,3,4,1,1,540,2,0,31.0,2,1,2,0,0,0,25,423,355,-77.6089468,43.1580474,4,65,234,7,1,0,2016-08-26 00:00:00,18:20,3,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,66,0.0,0.0,0.0,0.0,0.0,0.0,2016,8,26
80,2016-08-27 11:58:00,267,4,4,5,8,0,0,526,1,2009,49.0,2,5,2,0,0,1,26,592,589,-77.61170969999999,43.15594129999999,4,31,132,8,1,1,2016-08-27 00:00:00,11:58,1,61.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,145,0.0,0.0,0.0,0.0,0.02,0.02,2016,8,27
81,2016-08-29 15:47:00,76,2,4,2,4,1,1,1417,7,2013,49.0,2,5,2,0,0,0,25,138,356,-77.5748474,43.1611927,4,10,35,5,3,3,2016-08-29 00:00:00,15:47,2,63.0,45.0,17.0,-1.0,62.0,-1.0,50.0,-1.0,147,0.0,0.0,0.03,0.0,0.17,0.0,2016,8,29
82,2016-08-30 17:12:00,21,0,4,3,8,0,0,917,1,2011,52.0,2,4,2,0,0,0,5,269,358,-77.5585186,43.14022569999999,4,3,28,1,0,0,2016-08-30 00:00:00,17:12,2,64.0,29.0,-1.0,-1.0,-1.0,-1.0,95.0,-1.0,148,0.0,0.0,0.03,0.07,0.03,0.08,2016,8,30
83,2016-08-30 13:15:00,196,22,33,2,8,0,0,756,1,2007,36.0,2,4,2,0,0,1,5,808,357,-77.6438939,43.1499734,4,24,73,11,9,9,2016-08-30 00:00:00,13:15,2,64.0,7.0,92.0,-1.0,-1.0,-1.0,23.0,-1.0,148,0.0,0.0,0.27,0.0,0.18,0.0,2016,8,30
84,2016-08-31 12:20:00,191,2,4,2,6,1,1,1291,7,2011,57.0,2,5,2,1,0,0,0,418,359,-77.6089468,43.1580474,4,65,234,7,1,0,2016-08-31 00:00:00,12:20,2,65.0,113.0,-1.0,26.0,12.0,-1.0,17.0,68.0,149,0.0,0.0,0.33,0.03,0.28,0.02,2016,8,31
85,2016-08-31 14:20:00,315,2,4,2,6,1,1,914,1,2011,46.0,2,5,2,0,0,0,42,423,360,-77.6089468,43.1580474,4,65,234,7,1,0,2016-08-31 00:00:00,14:20,2,65.0,21.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,149,0.14,0.0,0.23,0.0,0.12,0.0,2016,8,31
86,2016-09-01 13:09:00,128,20,18,2,8,0,0,751,1,2007,54.0,2,5,2,0,0,0,34,61,361,-77.6137396,43.1777599,4,43,121,6,4,4,2016-09-01 00:00:00,13:09,2,66.0,55.0,6.0,3.0,-1.0,-1.0,24.0,-1.0,150,0.29,0.0,0.27,0.0,0.38,0.0,2016,9,1
87,2016-09-07 15:57:00,269,16,7,5,8,0,0,902,1,2011,41.0,2,1,2,0,0,0,2,160,363,-77.596672,43.1943164,6,1,128,0,0,0,2016-09-07 00:00:00,15:57,2,1.0,13.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,156,0.0,0.0,0.27,0.0,0.13,0.03,2016,9,7
88,2016-09-07 13:38:00,275,20,15,2,8,0,0,1621,4,2016,39.0,2,5,2,0,0,0,23,60,362,-77.6257534,43.1370332,4,8,28,4,3,3,2016-09-07 00:00:00,13:38,2,1.0,9.0,141.0,136.0,116.0,-1.0,-1.0,-1.0,156,0.0,0.0,0.03,0.03,0.02,0.02,2016,9,7
89,2016-09-08 19:05:00,302,16,7,5,8,0,0,525,1,2009,37.0,1,5,2,0,0,1,8,799,364,-77.6190946,43.15413789999999,4,49,125,16,7,7,2016-09-08 00:00:00,19:05,3,2.0,25.0,72.0,-1.0,-1.0,-1.0,11.0,27.0,157,0.0,0.0,0.27,0.03,0.13,0.05,2016,9,8
90,2016-09-09 15:19:00,53,17,7,5,8,0,0,1412,7,2013,54.0,2,5,2,0,0,0,13,322,365,-77.6202201,43.2414829,4,13,14,11,11,11,2016-09-09 00:00:00,15:19,2,3.0,37.0,31.0,152.0,-1.0,46.0,5.0,-1.0,158,0.29,0.0,0.23,0.1,0.3,0.12,2016,9,9
91,2016-09-15 07:01:00,317,20,18,2,8,0,0,901,1,2011,41.0,1,5,0,1,0,0,5,334,366,-77.6382837,43.2001698,3,75,111,54,2,1,2016-09-15 00:00:00,07:01,1,9.0,59.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,164,0.14,0.0,0.03,0.0,0.03,0.0,2016,9,15
92,2016-09-16 17:57:00,309,18,26,2,8,0,0,512,1,2009,34.0,1,1,2,0,0,0,41,287,367,-77.65895909999999,43.15207119999999,4,9,86,8,4,0,2016-09-16 00:00:00,17:57,2,10.0,16.0,30.0,-1.0,-1.0,-1.0,19.0,86.0,165,0.0,0.0,0.33,0.0,0.22,0.0,2016,9,16
93,2016-09-16 17:22:00,360,0,4,3,4,1,1,1611,4,2016,42.0,1,5,2,0,0,0,27,253,369,-77.63154449999999,43.1648076,5,51,101,18,4,4,2016-09-16 00:00:00,17:22,2,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,2016,9,16
94,2016-09-16 07:10:00,9,18,26,2,7,1,1,763,1,2007,61.0,1,5,2,0,0,1,25,819,368,-77.6523012,43.1499687,4,12,59,11,5,5,2016-09-16 00:00:00,07:10,1,81.0,-1.0,20.0,-1.0,-1.0,-1.0,54.0,-1.0,165,0.0,0.0,0.03,0.07,0.12,0.08,2016,9,16
95,2016-09-17 11:48:00,271,15,14,2,4,1,1,1311,7,2012,52.0,2,4,2,0,0,1,25,648,370,-77.63886289999999,43.1593107,4,48,123,23,14,14,2016-09-17 00:00:00,11:48,1,11.0,127.0,93.0,-1.0,-1.0,-1.0,55.0,-1.0,166,0.0,0.0,0.0,0.0,0.08,0.0,2016,9,17
96,2016-09-21 19:20:00,76,2,4,2,4,1,1,1410,2,0,49.0,2,5,2,0,0,0,25,403,371,-77.6089468,43.1580474,4,65,234,7,1,0,2016-09-21 00:00:00,19:20,3,15.0,68.0,40.0,-1.0,85.0,-1.0,3.0,23.0,170,0.57,0.0,0.4,0.0,0.22,0.0,2016,9,21
97,2016-09-21 16:00:00,76,22,34,2,8,0,0,1410,7,2011,49.0,2,5,2,0,0,0,17,532,374,-77.6505699,43.1640042,4,19,64,5,0,0,2016-09-21 00:00:00,16:00,2,15.0,68.0,40.0,-1.0,85.0,-1.0,3.0,23.0,170,0.57,0.0,0.4,0.0,0.22,0.0,2016,9,21
98,2016-09-21 19:20:00,311,2,4,2,8,0,0,1619,4,2016,31.0,2,5,1,0,0,0,25,792,372,-77.6081421,43.1582509,4,100,233,4,0,0,2016-09-21 00:00:00,19:20,3,15.0,19.0,-1.0,-1.0,-1.0,76.0,-1.0,-1.0,170,0.0,0.0,0.03,0.0,0.02,0.0,2016,9,21
99,2016-09-21 06:35:00,357,1,4,3,4,1,1,1323,7,2012,27.0,1,4,2,0,0,1,25,744,373,-77.641235,43.19386,4,34,96,4,3,3,2016-09-21 00:00:00,06:35,4,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15,0.0,0.0,0.0,0.0,0.0,0.0,2016,9,21
100,2016-09-23 15:00:00,228,22,33,2,8,0,0,904,1,2011,44.0,2,5,2,1,0,1,32,678,375,-77.5480137,43.1587977,4,20,31,5,2,1,2016-09-23 00:00:00,15:00,2,17.0,-1.0,16.0,-1.0,-1.0,4.0,40.0,-1.0,172,0.14,0.0,0.37,0.0,0.3,0.02,2016,9,23
101,2016-09-27 10:39:00,357,15,14,2,4,1,1,1408,7,2013,27.0,1,5,2,0,0,0,2,323,376,-77.61356049999999,43.1563373,4,43,158,13,0,0,2016-09-27 00:00:00,10:39,1,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,21,0.0,0.0,0.0,0.0,0.0,0.0,2016,9,27
102,2016-09-27 15:25:00,345,3,4,2,14,1,1,501,1,2009,54.0,2,4,2,0,0,1,3,666,377,-77.64689249999999,43.1792545,4,25,54,15,2,1,2016-09-27 00:00:00,15:25,2,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21,0.0,0.0,0.0,0.0,0.0,0.0,2016,9,27
103,2016-09-28 14:33:00,229,15,14,2,11,1,1,377,7,2013,54.0,2,5,2,0,0,0,25,370,378,-77.5899493,43.1594191,4,28,100,2,1,1,2016-09-28 00:00:00,14:33,2,22.0,-1.0,57.0,-1.0,-1.0,58.0,-1.0,-1.0,177,0.0,0.0,0.0,0.0,0.05,0.0,2016,9,28
104,2016-10-03 18:02:00,12,2,4,2,4,1,1,1309,7,2012,70.0,2,5,3,0,0,0,28,395,381,-77.6089468,43.1580474,4,65,234,7,1,0,2016-10-03 00:00:00,18:02,3,27.0,4.0,56.0,-1.0,119.0,-1.0,8.0,-1.0,182,0.29,0.0,0.73,0.0,0.48,0.05,2016,10,3
105,2016-10-04 15:02:00,344,20,18,2,8,0,0,760,1,2007,30.0,1,5,2,0,0,0,25,87,382,-77.6250381,43.1773961,4,21,67,12,7,7,2016-10-04 00:00:00,15:02,2,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28,0.0,0.0,0.0,0.0,0.0,0.0,2016,10,4
106,2016-10-04 10:22:00,7,16,6,5,8,0,0,1321,7,2012,61.0,2,5,2,0,0,1,0,686,379,-77.56537,43.127072,3,36,50,31,21,7,2016-10-04 00:00:00,10:22,1,28.0,68.0,20.0,-1.0,-1.0,4.0,9.0,-1.0,183,0.14,0.0,0.33,0.03,0.3,0.03,2016,10,4
107,2016-10-05 22:00:00,272,18,27,2,8,0,0,384,7,2013,45.0,2,5,0,0,0,0,23,355,380,-77.6398897,43.0897353,2,4,32,1,0,0,2016-10-05 00:00:00,22:00,3,29.0,5.0,128.0,-1.0,-1.0,149.0,38.0,-1.0,184,0.29,0.0,0.1,0.03,0.17,0.03,2016,10,5
108,2016-10-05 23:00:00,336,1,2,3,4,1,1,1312,7,2012,49.0,1,3,0,0,0,0,25,338,383,-77.520027,43.1030175,4,1,3,0,0,0,2016-10-05 00:00:00,23:00,3,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,2016,10,5
109,2016-10-06 17:00:00,300,15,14,2,3,1,1,1311,7,2012,32.0,2,5,2,0,0,0,23,220,384,-77.60703430000001,43.1573351,4,94,223,42,0,0,2016-10-06 00:00:00,17:00,2,30.0,10.0,11.0,52.0,177.0,-1.0,39.0,-1.0,185,0.0,0.0,0.13,0.0,0.2,0.0,2016,10,6
110,2016-10-06 01:15:00,149,1,2,3,4,1,1,752,1,2007,64.0,2,5,0,0,0,0,16,376,385,-77.57956109999999,43.17119450000001,4,23,74,13,1,1,2016-10-06 00:00:00,01:15,4,30.0,20.0,8.0,136.0,-1.0,-1.0,-1.0,-1.0,185,0.0,0.0,0.13,0.0,0.07,0.0,2016,10,6
111,2016-10-08 12:35:00,23,1,2,3,4,1,1,1405,7,2013,51.0,2,5,0,4,4,0,14,125,386,-77.57436369999999,43.1613349,4,9,38,4,0,0,2016-10-08 00:00:00,12:35,2,32.0,20.0,10.0,-1.0,-1.0,-1.0,41.0,181.0,187,0.0,0.14,0.2,0.03,0.43,0.03,2016,10,8
112,2016-10-12 07:31:00,288,22,44,2,8,0,0,1617,4,2016,47.0,2,5,2,1,0,0,2,366,387,-77.6295817,43.1735712,3,27,78,12,9,0,2016-10-12 00:00:00,07:31,1,36.0,7.0,-1.0,33.0,73.0,-1.0,80.0,-1.0,191,0.0,0.0,0.07,0.0,0.07,0.0,2016,10,12
113,2016-10-17 14:52:00,150,3,4,2,6,1,1,735,1,2005,51.0,2,5,2,0,0,0,25,382,391,-77.5926327,43.14613019999999,4,37,128,27,25,25,2016-10-17 00:00:00,14:52,2,41.0,-1.0,45.0,-1.0,-1.0,-1.0,57.0,-1.0,196,0.0,0.0,0.0,0.0,0.07,0.0,2016,10,17
114,2016-10-17 06:24:00,103,3,4,2,3,1,1,544,1,2009,57.0,2,5,1,4,4,0,3,255,389,-77.7207512,43.1450514,3,5,37,4,3,0,2016-10-17 00:00:00,06:24,4,41.0,34.0,11.0,79.0,126.0,-1.0,43.0,54.0,196,0.0,0.0,0.1,0.0,0.2,0.0,2016,10,17
115,2016-10-17 09:55:00,205,1,2,3,4,1,1,508,1,2009,56.0,2,1,2,4,4,0,2,319,390,-77.5918755,43.1160699,4,2,24,1,1,0,2016-10-17 00:00:00,09:55,1,41.0,91.0,100.0,1.0,-1.0,-1.0,50.0,-1.0,196,0.14,0.0,0.03,0.03,0.18,0.02,2016,10,17
116,2016-10-27 14:57:00,364,2,4,2,4,1,1,1302,7,2012,54.0,1,5,2,4,4,0,5,121,394,-77.57436369999999,43.1613349,4,9,38,4,0,0,2016-10-27 00:00:00,14:57,2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2016,10,27
117,2016-10-28 15:11:00,103,20,18,2,8,0,0,759,1,2007,57.0,2,5,2,0,0,0,10,104,395,-77.658288,43.1426715,4,23,44,23,16,0,2016-10-28 00:00:00,15:11,2,52.0,45.0,1.0,90.0,137.0,-1.0,54.0,11.0,207,0.14,0.0,0.1,0.0,0.18,0.0,2016,10,28
118,2016-10-28 16:05:00,118,18,27,2,8,0,0,512,1,2009,53.0,2,5,2,0,0,0,16,294,396,-77.64036779999999,43.0863065,4,1,28,0,0,0,2016-10-28 00:00:00,16:05,2,52.0,63.0,28.0,-1.0,70.0,-1.0,19.0,-1.0,207,0.0,0.0,0.27,0.0,0.13,0.0,2016,10,28
119,2016-10-31 07:34:00,79,3,4,2,8,0,0,1602,4,2016,60.0,1,5,1,1,0,0,5,189,397,-77.5627976,43.1590839,6,2,40,1,0,0,2016-10-31 00:00:00,07:34,1,55.0,87.0,52.0,-1.0,24.0,38.0,-1.0,-1.0,210,0.0,0.0,0.03,0.0,0.08,0.0,2016,10,31
120,2016-11-01 13:25:00,207,20,17,2,8,0,0,532,1,2009,40.0,1,5,2,0,0,0,25,256,399,-77.55432499999999,43.1171308,3,11,111,9,2,0,2016-11-01 00:00:00,13:25,2,56.0,13.0,-1.0,138.0,119.0,55.0,65.0,-1.0,211,0.0,0.0,0.03,0.0,0.07,0.0,2016,11,1
121,2016-11-01 19:27:00,365,0,4,3,4,1,1,1291,7,2011,47.0,1,5,1,0,0,0,5,432,401,-77.6256895,43.1226333,5,5,34,0,0,0,2016-11-01 00:00:00,19:27,3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2016,11,1
122,2016-11-01 08:25:00,38,1,0,3,8,0,0,541,1,2009,57.0,2,2,2,0,0,0,25,111,398,-77.65510100000002,43.2358819,4,2,7,0,0,0,2016-11-01 00:00:00,08:25,1,56.0,8.0,25.0,59.0,-1.0,85.0,-1.0,-1.0,211,0.0,0.0,0.07,0.0,0.05,0.0,2016,11,1
123,2016-11-02 14:00:00,326,0,4,3,4,1,1,1325,7,2012,24.0,2,3,2,0,0,0,2,402,402,-77.6089468,43.1580474,4,65,234,7,1,0,2016-11-02 00:00:00,14:00,2,57.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,187.0,187,0.0,0.0,0.0,0.0,0.0,0.0,2016,11,2
124,2016-11-02 07:25:00,170,21,4,2,8,0,0,513,1,2009,44.0,1,5,2,1,0,0,25,286,400,-77.6455361,43.0683241,3,17,29,1,0,0,2016-11-02 00:00:00,07:25,1,57.0,61.0,37.0,39.0,-1.0,-1.0,52.0,-1.0,212,0.0,0.0,0.0,0.0,0.12,0.0,2016,11,2
125,2016-11-07 14:22:00,278,22,33,2,8,0,0,769,1,2007,27.0,2,5,2,0,0,0,25,492,404,-77.6168726,43.1041613,6,27,68,0,0,0,2016-11-07 00:00:00,14:22,2,62.0,36.0,19.0,8.0,-1.0,-1.0,22.0,92.0,217,0.0,0.0,0.33,0.0,0.35,0.0,2016,11,7
126,2016-11-09 15:17:00,361,0,4,3,4,1,1,905,1,2011,47.0,2,5,2,1,0,0,5,479,405,-77.6323479,43.150912,4,25,108,3,0,0,2016-11-09 00:00:00,15:17,2,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64,0.0,0.0,0.0,0.0,0.0,0.0,2016,11,9
127,2016-11-09 18:30:00,249,22,33,2,8,0,0,1331,7,2012,41.0,2,5,2,0,0,0,25,455,406,-77.6189314,43.1425277,4,19,46,1,1,1,2016-11-09 00:00:00,18:30,3,64.0,16.0,55.0,-1.0,94.0,2.0,122.0,181.0,219,0.29,0.0,0.13,0.0,0.08,0.0,2016,11,9
128,2016-11-10 19:23:00,34,22,33,2,8,0,0,372,7,2013,61.0,2,5,0,0,0,0,25,451,410,-77.6251972,43.0864091,3,19,41,17,0,0,2016-11-10 00:00:00,19:23,3,65.0,87.0,7.0,-1.0,3.0,8.0,53.0,-1.0,220,0.14,0.0,0.8,0.0,0.9,0.0,2016,11,10
129,2016-11-10 09:27:00,187,3,4,2,14,1,1,759,1,2007,57.0,1,5,2,0,0,0,27,805,408,-77.74071649999999,43.15364659999999,4,2,5,2,2,2,2016-11-10 00:00:00,09:27,1,65.0,10.0,14.0,71.0,-1.0,-1.0,74.0,-1.0,220,0.0,0.0,0.17,0.03,0.08,0.02,2016,11,10
130,2016-11-10 07:05:00,17,18,26,2,8,0,0,724,1,2005,63.0,2,6,2,0,0,0,25,51,407,-77.57501669999999,43.20194559999999,3,0,58,0,0,0,2016-11-10 00:00:00,07:05,1,65.0,21.0,10.0,96.0,-1.0,-1.0,11.0,-1.0,220,0.0,0.0,0.3,0.0,0.18,0.0,2016,11,10
131,2016-11-10 17:10:00,272,15,14,2,4,1,1,1416,7,2013,46.0,2,4,3,0,0,1,2,801,409,-77.614035,43.1554077,4,52,137,12,10,10,2016-11-10 00:00:00,17:10,2,65.0,25.0,164.0,-1.0,35.0,7.0,74.0,36.0,220,0.0,0.0,0.07,0.0,0.1,0.02,2016,11,10
132,2016-11-13 10:55:00,295,20,16,2,8,0,0,549,1,2009,27.0,2,4,2,0,0,0,32,715,411,-77.6136259,43.1804313,4,73,135,39,32,19,2016-11-13 00:00:00,10:55,1,68.0,6.0,5.0,-1.0,-1.0,-1.0,133.0,-1.0,223,0.29,0.0,0.23,0.0,0.15,0.0,2016,11,13
133,2016-11-14 12:02:00,105,14,12,2,1,1,1,374,7,2013,47.0,2,5,2,0,0,0,36,166,412,-77.5818807,43.1936112,4,6,67,0,0,0,2016-11-14 00:00:00,12:02,2,69.0,56.0,13.0,59.0,154.0,189.0,60.0,153.0,224,0.0,0.0,0.03,0.0,0.05,0.0,2016,11,14
134,2016-11-17 07:32:00,24,20,18,2,8,0,0,369,7,2010,63.0,2,4,2,0,0,0,25,373,414,-77.6135381,43.139941,4,36,74,23,2,0,2016-11-17 00:00:00,07:32,1,72.0,14.0,9.0,-1.0,-1.0,-1.0,25.0,86.0,227,0.0,0.0,0.27,0.0,0.18,0.03,2016,11,17
135,2016-11-17 13:33:00,208,22,33,2,8,0,0,383,7,2013,53.0,2,4,2,0,0,1,25,571,419,-77.6394495,43.173879,4,38,93,27,18,12,2016-11-17 00:00:00,13:33,2,72.0,8.0,41.0,6.0,-1.0,-1.0,95.0,-1.0,227,0.14,0.0,0.1,0.0,0.08,0.0,2016,11,17
136,2016-11-18 08:10:00,295,22,33,2,8,0,0,1315,7,2012,27.0,2,5,2,0,0,0,17,651,417,-77.6061448,43.1476718,4,44,110,20,2,0,2016-11-18 00:00:00,08:10,1,73.0,11.0,10.0,-1.0,-1.0,-1.0,138.0,5.0,228,0.0,0.0,0.23,0.0,0.15,0.0,2016,11,18
137,2016-11-18 10:35:00,310,22,33,2,8,0,0,1329,7,2012,31.0,1,4,2,0,0,0,8,388,415,-77.5973343,43.1589773,4,58,119,7,0,0,2016-11-18 00:00:00,10:35,1,73.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,228,0.0,0.0,0.1,0.0,0.07,0.02,2016,11,18
138,2016-11-21 07:12:00,199,18,27,2,8,0,0,1332,7,2012,43.0,1,4,2,6,3,0,3,145,416,-77.6392267,43.1919376,4,64,105,27,11,0,2016-11-21 00:00:00,07:12,1,76.0,102.0,4.0,-1.0,21.0,-1.0,113.0,-1.0,231,0.29,0.0,0.13,0.0,0.1,0.0,2016,11,21
139,2016-11-22 15:58:00,146,14,10,2,3,1,1,1416,7,2013,64.0,2,4,2,6,4,1,25,570,420,-77.639495,43.180932,4,61,134,26,20,8,2016-11-22 00:00:00,15:58,2,77.0,26.0,12.0,-1.0,-1.0,-1.0,30.0,161.0,232,0.0,0.0,0.2,0.0,0.3,0.0,2016,11,22
140,2016-11-24 22:05:00,282,0,4,3,4,1,1,1291,7,2011,54.0,1,5,1,4,4,0,5,120,421,-77.57436369999999,43.1613349,4,9,38,4,0,0,2016-11-24 00:00:00,22:05,3,79.0,187.0,189.0,-1.0,-1.0,-1.0,207.0,161.0,234,0.0,0.14,0.0,0.03,0.0,0.02,2016,11,24
141,2016-11-27 13:00:00,239,15,8,2,4,1,1,1310,7,2012,43.0,2,5,2,0,0,0,25,316,422,-77.6088248,43.1575423,4,65,226,18,2,0,2016-11-27 00:00:00,13:00,2,82.0,49.0,44.0,-1.0,-1.0,-1.0,105.0,-1.0,237,0.0,0.0,0.0,0.03,0.05,0.02,2016,11,27
142,2016-11-28 15:39:00,324,15,14,2,4,1,1,1319,7,2012,38.0,2,5,2,0,0,0,10,300,423,-77.61430059999999,43.1549903,4,51,137,17,10,0,2016-11-28 00:00:00,15:39,2,83.0,107.0,32.0,29.0,142.0,-1.0,-1.0,-1.0,238,0.0,0.0,0.03,0.0,0.07,0.0,2016,11,28
143,2016-11-29 16:40:00,184,3,4,2,3,1,1,503,1,2009,35.0,2,5,0,1,0,0,5,200,424,-77.589276,43.1707666,4,16,76,8,5,5,2016-11-29 00:00:00,16:40,2,84.0,20.0,1.0,80.0,-1.0,-1.0,93.0,-1.0,239,0.14,0.0,0.07,0.0,0.03,0.0,2016,11,29
144,2016-12-03 08:44:00,189,20,18,2,8,0,0,1291,7,2011,60.0,2,4,2,4,4,1,25,549,426,-77.6510145,43.1453129,4,30,76,29,28,25,2016-12-03 00:00:00,08:44,1,88.0,105.0,14.0,-1.0,-1.0,-1.0,133.0,116.0,243,0.0,0.0,0.1,0.0,0.07,0.0,2016,12,3
145,2016-12-03 14:21:00,237,17,3,5,8,0,0,542,1,2009,51.0,2,5,2,4,4,0,27,520,425,-77.6286721,43.1365748,4,9,36,3,3,3,2016-12-03 00:00:00,14:21,2,88.0,12.0,3.0,194.0,-1.0,-1.0,125.0,185.0,243,0.29,0.0,0.23,0.0,0.2,0.0,2016,12,3
146,2016-12-05 17:11:00,276,20,18,2,8,0,0,505,1,2009,38.0,2,5,1,0,0,0,5,57,427,-77.62563349999999,43.1373612,4,10,32,6,3,3,2016-12-05 00:00:00,17:11,2,90.0,20.0,13.0,95.0,-1.0,-1.0,50.0,-1.0,245,0.0,0.0,0.13,0.0,0.22,0.0,2016,12,5
147,2016-12-05 23:55:00,162,20,17,2,8,0,0,1403,7,2013,42.0,1,5,0,0,0,0,25,475,428,-77.6169199,43.1071331,3,55,63,3,0,0,2016-12-05 00:00:00,23:55,3,90.0,13.0,10.0,150.0,-1.0,35.0,92.0,-1.0,245,0.0,0.0,0.13,0.0,0.18,0.0,2016,12,5
148,2016-12-07 17:14:00,10,22,33,2,8,0,0,364,7,2010,62.0,1,4,0,0,0,0,17,502,430,-77.60613029999999,43.1391103,4,15,48,7,5,5,2016-12-07 00:00:00,17:14,2,92.0,26.0,2.0,192.0,-1.0,56.0,3.0,-1.0,247,0.71,0.0,0.37,0.13,0.23,0.08,2016,12,7
